Cuenta;URL_imagen;URL_tweet;Cuenta_verificada;Fechaantigua_imagen;Fechareciente_imagen;Fecha_tweet;Diferencia_dia_antiguo;Diferencia_dia_reciente;Scoring
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fjlQ0XYAA1LkC.jpg;URL del tweet: https://twitter.com/CNN/status/1150638464746082304;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2008-07-18;La fecha mas reciente de la imagen es: 2019-07-02;La fecha del tweet es: 2019-07-15;Hay 4014 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_ffhQQXkAAZbsM.jpg;URL del tweet: https://twitter.com/CNN/status/1150633993802530816;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2015-08-17;La fecha mas reciente de la imagen es: 2019-07-08;La fecha del tweet es: 2019-07-15;Hay 1428 dias de diferencia respecto a la fecha mas antigua;Hay 7 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fddtVX4AAGlqU.jpg;URL del tweet: https://twitter.com/CNN/status/1150631733840228352;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-02-06;La fecha mas reciente de la imagen es: 2019-07-05;La fecha del tweet es: 2019-07-15;Hay 3445 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fXROcXUAAskQL.jpg;URL del tweet: https://twitter.com/CNN/status/1150624922219233280;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-02;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fWDlRXYAAbNUu.jpg;URL del tweet: https://twitter.com/CNN/status/1150623588355072005;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2011-02-09;La fecha mas reciente de la imagen es: 2019-07-07;La fecha del tweet es: 2019-07-15;Hay 3077 dias de diferencia respecto a la fecha mas antigua;Hay 8 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fTmQJXoAAYzet.jpg;URL del tweet: https://twitter.com/CNN/status/1150620885658869761;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2016-05-26;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-15;Hay 1145 dias de diferencia respecto a la fecha mas antigua;Hay 14 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_fADGfWsAALwGB.jpg;URL del tweet: https://twitter.com/CNN/status/1150599394611404801;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2008-07-18;La fecha mas reciente de la imagen es: 2019-07-02;La fecha del tweet es: 2019-07-15;Hay 4014 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_ezrqbXoAAATJ3.jpg;URL del tweet: https://twitter.com/CNN/status/1150585794505170944;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2006-11-15;La fecha mas reciente de la imagen es: 2019-07-06;La fecha del tweet es: 2019-07-15;Hay 4624 dias de diferencia respecto a la fecha mas antigua;Hay 9 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_ewQDJW4AAl5pt.jpg;URL del tweet: https://twitter.com/CNN/status/1150582021149921282;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2012-02-14;La fecha mas reciente de la imagen es: 2019-07-04;La fecha del tweet es: 2019-07-15;Hay 2707 dias de diferencia respecto a la fecha mas antigua;Hay 11 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_es1drWsAIYIYH.jpg;URL del tweet: https://twitter.com/CNN/status/1150578266056613894;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2006-11-15;La fecha mas reciente de la imagen es: 2019-07-06;La fecha del tweet es: 2019-07-15;Hay 4624 dias de diferencia respecto a la fecha mas antigua;Hay 9 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_erabyXYAAv7fr.jpg;URL del tweet: https://twitter.com/CNN/status/1150576701883277312;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-02-06;La fecha mas reciente de la imagen es: 2019-07-05;La fecha del tweet es: 2019-07-15;Hay 3445 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_epYPHX4AIFC3G.jpg;URL del tweet: https://twitter.com/CNN/status/1150574465396461568;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2011-06-02;La fecha mas reciente de la imagen es: 2019-07-04;La fecha del tweet es: 2019-07-15;Hay 2965 dias de diferencia respecto a la fecha mas antigua;Hay 11 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_efGK7W4AA2zgf.jpg;URL del tweet: https://twitter.com/CNN/status/1150563159750643713;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2013-04-12;La fecha mas reciente de la imagen es: 2019-07-06;La fecha del tweet es: 2019-07-15;Hay 2285 dias de diferencia respecto a la fecha mas antigua;Hay 9 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_ebpIxXUAMW8GX.jpg;URL del tweet: https://twitter.com/CNN/status/1150559362609496065;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-05;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eYOluXYAAewTq.jpg;URL del tweet: https://twitter.com/CNN/status/1150555607797252096;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-05;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 30 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eUx5eWkAA6p-r.jpg;URL del tweet: https://twitter.com/CNN/status/1150551816431648768;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2017-04-01;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-15;Hay 835 dias de diferencia respecto a la fecha mas antigua;Hay 14 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 30 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eRXeIWwAgm2SS.jpg;URL del tweet: https://twitter.com/CNN/status/1150548064047947776;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-06-28;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 17 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eN6l8W4AQjqy4.jpg;URL del tweet: https://twitter.com/CNN/status/1150544269305929729;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-06-27;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 18 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eKfd-XoAEj_u3.jpg;URL del tweet: https://twitter.com/CNN/status/1150540504829976577;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-06-30;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 15 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eHDPQXoAA1fGm.jpg;URL del tweet: https://twitter.com/CNN/status/1150536720947064839;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-03;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 12 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eDo8BXsAIY06n.jpg;URL del tweet: https://twitter.com/CNN/status/1150532970584977408;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-09;La fecha del tweet es: 2019-07-15;Hay 6768 dias de diferencia respecto a la fecha mas antigua;Hay 6 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_eAMm9WkAITQwQ.jpg;URL del tweet: https://twitter.com/CNN/status/1150529185787633665;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2015-08-17;La fecha mas reciente de la imagen es: 2019-07-08;La fecha del tweet es: 2019-07-15;Hay 1428 dias de diferencia respecto a la fecha mas antigua;Hay 7 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_d8xn8XUAAh2NS.jpg;URL del tweet: https://twitter.com/CNN/status/1150525423324925952;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2011-10-20;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-15;Hay 2825 dias de diferencia respecto a la fecha mas antigua;Hay 14 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_d5UAtWwAEuhY1.jpg;URL del tweet: https://twitter.com/CNN/status/1150521616520101891;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_d163qWkAYJ5n-.jpg;URL del tweet: https://twitter.com/CNN/status/1150517885615464448;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dydJLW4AEl_cP.jpg;URL del tweet: https://twitter.com/CNN/status/1150514076637958144;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-03-18;La fecha mas reciente de la imagen es: 2019-06-24;La fecha del tweet es: 2019-07-14;Hay 3404 dias de diferencia respecto a la fecha mas antigua;Hay 20 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_drlTyXkAEkUhy.jpg;URL del tweet: https://twitter.com/CNN/status/1150506519890399232;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2007-10-18;La fecha mas reciente de la imagen es: 2019-06-18;La fecha del tweet es: 2019-07-14;Hay 4287 dias de diferencia respecto a la fecha mas antigua;Hay 26 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_doKn8XoAY1oPb.jpg;URL del tweet: https://twitter.com/CNN/status/1150502763056500739;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2009-10-26;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 3547 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 30 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dkuQmWsAEiFl0.jpg;URL del tweet: https://twitter.com/CNN/status/1150498977651015687;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2010-02-10;La fecha mas reciente de la imagen es: 2019-07-04;La fecha del tweet es: 2019-07-14;Hay 3440 dias de diferencia respecto a la fecha mas antigua;Hay 10 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dhUzwXUAEbxtY.jpg;URL del tweet: https://twitter.com/CNN/status/1150495241297940480;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2005-08-27;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 5069 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dd2pcXoAA-Roe.jpg;URL del tweet: https://twitter.com/CNN/status/1150491425408212992;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-06-30;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 14 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dacgIWsAgqzij.jpg;URL del tweet: https://twitter.com/CNN/status/1150487677076217856;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2011-06-30;La fecha mas reciente de la imagen es: 2019-07-06;La fecha del tweet es: 2019-07-14;Hay 2936 dias de diferencia respecto a la fecha mas antigua;Hay 8 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dW_SnX4AAZSGG.jpg;URL del tweet: https://twitter.com/CNN/status/1150483876634157056;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-02;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 12 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dT-J-XoAALlX8.jpg;URL del tweet: https://twitter.com/CNN/status/1150480558566313991;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2001-01-01;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 6767 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
Cuenta: CNN; Imagen buscada: https://pbs.twimg.com/media/D_dM6h7X4AEtPBl.jpg;URL del tweet: https://twitter.com/CNN/status/1150472800022515712;Cuenta verificada: Cuenta verificada;La fecha mas antigua de la imagen es: 2012-07-01;La fecha mas reciente de la imagen es: 2019-07-01;La fecha del tweet es: 2019-07-14;Hay 2569 dias de diferencia respecto a la fecha mas antigua;Hay 13 dias de diferencia respecto a la fecha mas reciente;La imagen es falsa con un porcentaje de un 10 %
